ASV_ID,group,taxon1,taxon2,taxon3,taxon4,taxon5,mean_similarity
ASV353,benthic,Globothalamea,Textulariida,Spiroplectamminidae,Spiroplectammina,Spiroplectammina_sp,0.986
ASV354,benthic,Globothalamea,Textulariida,Textulariida_X,Textulariida_XX,Textulariida_XX_sp,0.993
ASV355,benthic,Monothalamea,ENFOR3,ENFOR3_X,ENFOR3_XX,ENFOR3_XX_sp,0.955
ASV356,unassigned,unassigned,unassigned,,,,
ASV357,benthic,Globothalamea,Rotaliida,Rosalinidae,Rosalina,Rosalina_sp,0.975
ASV358,unassigned,unassigned,unassigned,,,,
ASV359,benthic,Globothalamea,Rotaliida,Cassidulinidae,Globocassidulina,Globocassidulina_sp,0.902
ASV360,unassigned,unassigned,unassigned,,,,
ASV361,benthic,Monothalamea,CladeG,Shepheardellidae,Shepheardellidae_X,Shepheardellidae_X_sp,0.978
ASV362,unassigned,unassigned,unassigned,,,,
ASV363,unassigned,unassigned,unassigned,,,,
ASV364,benthic,Monothalamea,CladeC,CladeC_X,Gloiogullmia,Gloiogullmia_sp,1
ASV365,benthic,Globothalamea,Textulariida,Reophacidae,,,0.992
ASV368,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.903
ASV369,unassigned,unassigned,unassigned,,,,
ASV373,unassigned,unassigned,unassigned,,,,
ASV374,unassigned,unassigned,unassigned,,,,
ASV375,planktonic,Globothalamea,Rotaliida,Globorotaliidae,Neogloboquadrina,Neogloboquadrina_pachyderma,0.987
ASV376,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.938
ASV377,benthic,Globothalamea,Rotaliida,Cassidulinidae,Cassidulina,Cassidulina_sp,0.906
ASV378,unassigned,unassigned,unassigned,,,,
ASV379,benthic,Monothalamea,CladeA,CladeA_X,CladeA_XX,CladeA_XX_sp,0.914
ASV381,unassigned,unassigned,unassigned,,,,
ASV382,unassigned,unassigned,unassigned,,,,
ASV383,benthic,Monothalamea,CladeG,,,,0.924
ASV384,benthic,Globothalamea,Rotaliida,Bolivinitidae,Bolivinellina,Bolivinellina_pseudopunctata,0.993
ASV385,benthic,Globothalamea,Rotaliida,Alabaminidae,Oridorsalis,Oridorsalis_sp,1
ASV386,unassigned,unassigned,unassigned,,,,
ASV387,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.944
ASV388,unassigned,unassigned,unassigned,,,,
ASV389,unassigned,unassigned,unassigned,,,,
ASV390,benthic,Monothalamea,ENFOR2,ENFOR2_X,ENFOR2_XX,ENFOR2_XX_sp,0.927
ASV391,unassigned,unassigned,unassigned,,,,
ASV392,benthic,Globothalamea,Textulariida,Trochamminidae,Trochammina,Trochammina_hadai,0.93
ASV393,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.939
ASV394,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.903
ASV396,benthic,Monothalamea,CladeC,CladeC_X,CladeC_XX,CladeC_XX_sp,0.941
ASV397,benthic,Globothalamea,Rotaliida,Cibicididae,Cibicidoides,Cibicidoides_sp,1
ASV398,unassigned,unassigned,unassigned,,,,
ASV400,benthic,Monothalamea,ENFOR6,ENFOR6_X,ENFOR6_XX,ENFOR6_XX_sp,0.939
ASV401,unassigned,unassigned,unassigned,,,,
ASV402,benthic,Globothalamea,Rotaliida,Notorotaliidae,Porosorotalia,Porosorotalia_meridionalis,0.9
ASV403,unassigned,unassigned,unassigned,,,,
ASV404,benthic,Monothalamea,ENFOR8,ENFOR8_X,ENFOR8_XX,ENFOR8_XX_sp,0.9
ASV405,unassigned,unassigned,unassigned,,,,
ASV406,unassigned,unassigned,unassigned,,,,
ASV407,unassigned,unassigned,unassigned,,,,
ASV408,benthic,Monothalamea,CladeA,CladeA_X,CladeA_XX,CladeA_XX_sp,0.915
ASV409,unassigned,unassigned,unassigned,,,,
ASV410,unassigned,unassigned,unassigned,,,,
ASV411,unassigned,unassigned,unassigned,,,,
ASV412,benthic,Monothalamea,CladeB,CladeB_X,CladeB_XX,CladeB_XX_sp,0.946
ASV413,unassigned,unassigned,unassigned,,,,
ASV414,benthic,Monothalamea,CladeC,CladeC_X,CladeC_XX,CladeC_XX_sp,0.986
ASV415,benthic,Monothalamea,CladeE,Psammophagidae,Psammophaga,Psammophaga_crystallifera,0.924
ASV416,benthic,Monothalamea,CladeE,Psammophagidae,Psammophaga,Psammophaga_sp,0.973
ASV417,benthic,Monothalamea,CladeE,Psammophagidae,Psammophaga,Psammophaga_sp,0.993
ASV418,benthic,Monothalamea,CladeD,Hippocrepinellidae,Hippocrepinella,Hippocrepinella_sp,1
ASV419,benthic,Monothalamea,CladeV,CladeV_X,CladeV_XX,CladeV_XX_sp,0.968
ASV420,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.923
ASV421,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,0.942
ASV422,benthic,Globothalamea,Textulariida,Spiroplectamminidae,Spiroplectammina,Spiroplectammina_sp,0.986
ASV423,unassigned,unassigned,unassigned,,,,
ASV424,unassigned,unassigned,unassigned,,,,
ASV425,benthic,Globothalamea,Rotaliida,Glabratellidae,Glabratella,Glabratella_sp,0.906
ASV426,unassigned,unassigned,unassigned,,,,
ASV427,benthic,Globothalamea,Textulariida,Ammosphaeroidinidae,Cribrostomoides,Cribrostomoides_sp,0.91
ASV428,unassigned,unassigned,unassigned,,,,
ASV429,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.924
ASV430,benthic,Globothalamea,Robertinida,Robertinidae,Robertina,Robertina_sp,1
ASV431,unassigned,unassigned,unassigned,,,,
ASV432,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.985
ASV433,unassigned,unassigned,unassigned,,,,
ASV434,unassigned,unassigned,unassigned,,,,
ASV435,unassigned,unassigned,unassigned,,,,
ASV437,unassigned,unassigned,unassigned,,,,
ASV438,benthic,Monothalamea,ENFOR2,ENFOR2_X,ENFOR2_XX,ENFOR2_XX_sp,0.911
ASV439,benthic,Monothalamea,CladeC,CladeC_X,CladeC_XX,CladeC_XX_sp,0.958
ASV440,unassigned,unassigned,unassigned,,,,
ASV441,benthic,Monothalamea,CladeG,Shepheardellidae,Shepheardellidae_X,Shepheardellidae_X_sp,0.979
ASV443,unassigned,unassigned,unassigned,,,,
ASV444,benthic,Globothalamea,Textulariida,Textulariida_X,Textulariida_XX,Textulariida_XX_sp,0.936
ASV445,benthic,Globothalamea,Textulariida,Trochamminidae,Trochammina,Trochammina_hadai,0.915
ASV446,unassigned,unassigned,unassigned,,,,
ASV447,benthic,Monothalamea,ENFOR5,ENFOR5_X,ENFOR5_XX,ENFOR5_XX_sp,0.994
ASV448,benthic,Monothalamea,ENFOR9,ENFOR9_X,ENFOR9_XX,ENFOR9_XX_sp,0.983
ASV449,benthic,Globothalamea,Robertinida,Robertinidae,Pseudobulimina,Pseudobulimina_chapmani,0.966
ASV450,benthic,Monothalamea,CladeA,,,,0.992
ASV451,unassigned,unassigned,unassigned,,,,
ASV452,unassigned,unassigned,unassigned,,,,
ASV454,unassigned,unassigned,unassigned,,,,
ASV455,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,1
ASV456,benthic,Monothalamea,CladeG,Shepheardellidae,Shepheardellidae_X,Shepheardellidae_X_sp,0.979
ASV457,benthic,Monothalamea,CladeBM,CladeBM_X,Micrometula,Micrometula_sp,0.953
ASV458,unassigned,unassigned,unassigned,,,,
ASV459,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,0.934
ASV461,benthic,Globothalamea,Rotaliida,Cibicididae,Cibicidoides,Cibicidoides_sp,1
ASV462,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,0.93
ASV463,benthic,Globothalamea,Rotaliida,Nonionidae,Nonionellina,Nonionellina_labradorica,0.971
ASV464,unassigned,unassigned,unassigned,,,,
ASV465,unassigned,unassigned,unassigned,,,,
ASV466,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.954
ASV467,planktonic,Globothalamea,Rotaliida,Globorotaliidae,Neogloboquadrina,Neogloboquadrina_pachyderma,0.993
ASV468,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.952
ASV469,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.941
ASV470,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.91
ASV471,benthic,Monothalamea,CladeG,,,,0.931
ASV472,benthic,Monothalamea,CladeB,CladeB_X,CladeB_XX,CladeB_XX_sp,0.986
ASV473,unassigned,unassigned,unassigned,,,,
ASV474,benthic,Globothalamea,Rotaliida,Cibicididae,Cibicidoides,Cibicidoides_lobatulus,1
ASV475,benthic,Globothalamea,Textulariida,Ammosphaeroidinidae,Cribrostomoides,Cribrostomoides_crassimargo,0.993
ASV476,unassigned,unassigned,unassigned,,,,
ASV477,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.924
ASV478,unassigned,unassigned,unassigned,,,,
ASV479,unassigned,unassigned,unassigned,,,,
ASV480,benthic,Globothalamea,Textulariida,Reophacidae,Reophax,Reophax_dentaliniformis,0.959
ASV481,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.931
ASV482,unassigned,unassigned,unassigned,,,,
ASV483,benthic,Monothalamea,ENFOR7,ENFOR7_X,ENFOR7_XX,ENFOR7_XX_sp,0.993
ASV484,benthic,Globothalamea,Textulariida,Reophacidae,Reophax,Reophax_sp,1
ASV485,unassigned,unassigned,unassigned,,,,
ASV486,benthic,Monothalamea,ENFOR8,ENFOR8_X,ENFOR8_XX,ENFOR8_XX_sp,0.91
ASV487,unassigned,unassigned,unassigned,,,,
ASV488,unassigned,unassigned,unassigned,,,,
ASV490,unassigned,unassigned,unassigned,,,,
ASV491,unassigned,unassigned,unassigned,,,,
ASV493,benthic,Globothalamea,Textulariida,Reophacidae,Reophax,Reophax_scorpiurus,0.908
ASV494,unassigned,unassigned,unassigned,,,,
ASV495,benthic,Globothalamea,Rotaliida,Rosalinidae,Rosalina,Rosalina_sp,1
ASV496,benthic,Monothalamea,ENFOR5,ENFOR5_X,ENFOR5_XX,ENFOR5_XX_sp,0.903
ASV497,benthic,Monothalamea,ENFOR2,ENFOR2_X,ENFOR2_XX,ENFOR2_XX_sp,0.984
ASV498,benthic,Monothalamea,CladeY,CladeY_X,CladeY_XX,CladeY_XX_sp,0.99
ASV499,unassigned,unassigned,unassigned,,,,
ASV500,unassigned,unassigned,unassigned,,,,
ASV502,benthic,Monothalamea,CladeV,CladeV_X,CladeV_XX,CladeV_XX_sp,1
ASV504,unassigned,unassigned,unassigned,,,,
ASV505,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.937
ASV506,benthic,Monothalamea,CladeG,Shepheardellidae,Shepheardellidae_X,Shepheardellidae_X_sp,0.938
ASV507,benthic,Monothalamea,CladeF,CladeF_X,CladeF_XX,CladeF_XX_sp,0.988
ASV509,unassigned,unassigned,unassigned,,,,
ASV510,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.925
ASV511,unassigned,unassigned,unassigned,,,,
ASV512,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.929
ASV513,benthic,Globothalamea,Textulariida,Trochamminidae,Trochammina,Trochammina_hadai,0.906
ASV514,benthic,Monothalamea,CladeM,CladeM_X,CladeM_XX,CladeM_XX_sp,0.911
ASV515,benthic,Monothalamea,ENFOR8,ENFOR8_X,ENFOR8_XX,ENFOR8_XX_sp,0.903
ASV516,unassigned,unassigned,unassigned,,,,
ASV517,unassigned,unassigned,unassigned,,,,
ASV518,benthic,Globothalamea,Rotaliida,Rosalinidae,Rupertina,Rupertina_sp,0.95
ASV519,unassigned,unassigned,unassigned,,,,
ASV520,unassigned,unassigned,unassigned,,,,
ASV521,unassigned,unassigned,unassigned,,,,
ASV522,benthic,Monothalamea,CladeA,CladeA_X,CladeA_XX,CladeA_XX_sp,0.942
ASV523,benthic,Globothalamea,Rotaliida,Uvigerinidae,Trifarina,Trifarina_earlandii,0.947
ASV524,unassigned,unassigned,unassigned,,,,
ASV525,unassigned,unassigned,unassigned,,,,
ASV526,unassigned,unassigned,unassigned,,,,
ASV527,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.938
ASV528,unassigned,unassigned,unassigned,,,,
ASV529,benthic,Monothalamea,CladeA,CladeA_X,CladeA_XX,CladeA_XX_sp,0.953
ASV530,benthic,Monothalamea,CladeY,CladeY_X,CladeY_XX,CladeY_XX_sp,1
ASV531,benthic,Monothalamea,ENFOR2,ENFOR2_X,ENFOR2_XX,ENFOR2_XX_sp,0.936
ASV532,unassigned,unassigned,unassigned,,,,
ASV533,benthic,Monothalamea,CladeY,CladeY_X,CladeY_XX,CladeY_XX_sp,1
ASV534,unassigned,unassigned,unassigned,,,,
ASV535,benthic,Monothalamea,ENFOR7,ENFOR7_X,ENFOR7_XX,ENFOR7_XX_sp,0.977
ASV536,benthic,Globothalamea,Rotaliida,Rosalinidae,Rupertina,Rupertina_sp,0.943
ASV538,benthic,Monothalamea,CladeD,Hippocrepinellidae,Hippocrepinella,Hippocrepinella_hirudinea,1
ASV539,unassigned,unassigned,unassigned,,,,
ASV540,unassigned,unassigned,unassigned,,,,
ASV541,benthic,Monothalamea,CladeC,CladeC_X,Psammosiphonella,Psammosiphonella_discreta,0.943
ASV542,benthic,Monothalamea,CladeBM,CladeBM_X,,,1
ASV543,benthic,Monothalamea,CladeC,CladeC_X,Pilulina,Pilulina_argentea,0.935
ASV545,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.992
ASV546,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,0.966
ASV547,unassigned,unassigned,unassigned,,,,
ASV548,unassigned,unassigned,unassigned,,,,
ASV549,unassigned,unassigned,unassigned,,,,
ASV550,benthic,Globothalamea,Rotaliida,Cassidulinidae,Cassidulina,Cassidulina_sp,0.922
ASV551,unassigned,unassigned,unassigned,,,,
ASV552,benthic,Monothalamea,CladeB,CladeB_X,CladeB_XX,CladeB_XX_sp,0.993
ASV553,benthic,Globothalamea,Rotaliida,Cassidulinidae,Cassidulina,Cassidulina_sp,0.971
ASV554,unassigned,unassigned,unassigned,,,,
ASV555,unassigned,unassigned,unassigned,,,,
ASV557,benthic,Monothalamea,CladeF,CladeF_X,CladeF_XX,CladeF_XX_sp,1
ASV558,unassigned,unassigned,unassigned,,,,
ASV559,unassigned,unassigned,unassigned,,,,
ASV560,benthic,Monothalamea,CladeB,CladeB_X,CladeB_XX,CladeB_XX_sp,0.966
ASV561,unassigned,unassigned,unassigned,,,,
ASV562,benthic,Globothalamea,Rotaliida,Stainforthiidae,,,0.992
ASV563,unassigned,unassigned,unassigned,,,,
ASV564,unassigned,unassigned,unassigned,,,,
ASV565,unassigned,unassigned,unassigned,,,,
ASV566,benthic,Globothalamea,Robertinida,Robertinidae,Robertina,Robertina_arctica,0.915
ASV568,benthic,Monothalamea,CladeBM,CladeBM_X,Micrometula,Micrometula_sp,0.939
ASV569,unassigned,unassigned,unassigned,,,,
ASV570,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.918
ASV571,unassigned,unassigned,unassigned,,,,
ASV572,unassigned,unassigned,unassigned,,,,
ASV573,unassigned,unassigned,unassigned,,,,
ASV574,benthic,Monothalamea,CladeY,CladeY_X,CladeY_XX,CladeY_XX_sp,0.912
ASV575,unassigned,unassigned,unassigned,,,,
ASV576,benthic,Monothalamea,CladeA,CladeA_X,CladeA_XX,CladeA_XX_sp,0.992
ASV579,unassigned,unassigned,unassigned,,,,
ASV580,benthic,Monothalamea,CladeD,Hippocrepinellidae,Hippocrepinella,Hippocrepinella_sp,0.984
ASV582,unassigned,unassigned,unassigned,,,,
ASV584,benthic,Monothalamea,ENFOR9,ENFOR9_X,ENFOR9_XX,ENFOR9_XX_sp,0.992
ASV585,unassigned,unassigned,unassigned,,,,
ASV586,unassigned,unassigned,unassigned,,,,
ASV587,benthic,Monothalamea,CladeB,CladeB_X,Pelosina,Pelosina_sp,1
ASV589,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.944
ASV590,unassigned,unassigned,unassigned,,,,
ASV592,unassigned,unassigned,unassigned,,,,
ASV593,benthic,Monothalamea,Xenophyophoroidea,Xenophyophoroidea_X,Xenophyophoroidea_XX,Xenophyophoroidea_XX_sp,0.918
ASV594,benthic,Globothalamea,Textulariida,,,,0.968
ASV595,unassigned,unassigned,unassigned,,,,
ASV596,unassigned,unassigned,unassigned,,,,
ASV598,unassigned,unassigned,unassigned,,,,
ASV599,benthic,Monothalamea,ENFOR2,ENFOR2_X,ENFOR2_XX,ENFOR2_XX_sp,0.911
ASV600,unassigned,unassigned,unassigned,,,,
ASV601,unassigned,unassigned,unassigned,,,,
ASV602,unassigned,unassigned,unassigned,,,,
ASV603,unassigned,unassigned,unassigned,,,,
ASV604,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.911
ASV605,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,ICEMON,ICEMON__sp,0.917
ASV607,benthic,Monothalamea,CladeB,CladeB_X,CladeB_XX,CladeB_XX_sp,0.909
ASV609,unassigned,unassigned,unassigned,,,,
ASV611,benthic,Monothalamea,CladeC,CladeC_X,,,0.908
ASV612,unassigned,unassigned,unassigned,,,,
ASV613,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.936
ASV614,unassigned,unassigned,unassigned,,,,
ASV615,benthic,Monothalamea,CladeD,Hippocrepinellidae,Hippocrepinella,Hippocrepinella_sp,0.969
ASV616,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,0.934
ASV617,unassigned,unassigned,unassigned,,,,
ASV618,benthic,Globothalamea,Rotaliida,Pulleniidae,Pullenia,Pullenia_sp,0.968
ASV619,unassigned,unassigned,unassigned,,,,
ASV620,benthic,Monothalamea,CladeF,CladeF_X,CladeF_XX,CladeF_XX_sp,1
ASV621,benthic,Monothalamea,CladeB,CladeB_X,Psammosphaera_like,Psammosphaera_like_sp,0.968
ASV622,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,0.925
ASV623,benthic,Monothalamea,ENFOR7,ENFOR7_X,ENFOR7_XX,ENFOR7_XX_sp,0.984
ASV624,unassigned,unassigned,unassigned,,,,
ASV625,unassigned,unassigned,unassigned,,,,
ASV626,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.914
ASV627,unassigned,unassigned,unassigned,,,,
ASV630,unassigned,unassigned,unassigned,,,,
ASV631,unassigned,unassigned,unassigned,,,,
ASV632,unassigned,unassigned,unassigned,,,,
ASV635,benthic,Monothalamea,CladeA,CladeA_X,CladeA_XX,CladeA_XX_sp,1
ASV636,unassigned,unassigned,unassigned,,,,
ASV637,benthic,Globothalamea,Rotaliida,Pseudoparrellidae,,,0.938
ASV638,unassigned,unassigned,unassigned,,,,
ASV639,benthic,Globothalamea,Rotaliida,Melonidae,Melonis,Melonis_affinis,1
ASV643,unassigned,unassigned,unassigned,,,,
ASV644,unassigned,unassigned,unassigned,,,,
ASV645,unassigned,unassigned,unassigned,,,,
ASV646,benthic,Monothalamea,CladeV,CladeV_X,CladeV_XX,CladeV_XX_sp,0.977
ASV648,benthic,Monothalamea,CladeG,Shepheardellidae,Shepheardellidae_X,Shepheardellidae_X_sp,0.931
ASV649,unassigned,unassigned,unassigned,,,,
ASV651,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.903
ASV652,unassigned,unassigned,unassigned,,,,
ASV653,unassigned,unassigned,unassigned,,,,
ASV654,benthic,Monothalamea,CladeC,CladeC_X,Cylindrogullmia,Cylindrogullmia_sp,0.914
ASV655,benthic,Monothalamea,ENFOR5,ENFOR5_X,ENFOR5_XX,ENFOR5_XX_sp,0.968
ASV656,unassigned,unassigned,unassigned,,,,
ASV657,benthic,Monothalamea,CladeC,CladeC_X,CladeC_XX,CladeC_XX_sp,0.948
ASV658,benthic,Monothalamea,ENFOR7,ENFOR7_X,ENFOR7_XX,ENFOR7_XX_sp,0.938
ASV659,unassigned,unassigned,unassigned,,,,
ASV660,unassigned,unassigned,unassigned,,,,
ASV661,benthic,Globothalamea,Rotaliida,Nonionidae,Nonionellina,Nonionellina_labradorica,0.993
ASV662,unassigned,unassigned,unassigned,,,,
ASV663,unassigned,unassigned,unassigned,,,,
ASV664,benthic,Monothalamea,CladeA,CladeA_X,CladeA_XX,CladeA_XX_sp,0.929
ASV665,unassigned,unassigned,unassigned,,,,
ASV667,unassigned,unassigned,unassigned,,,,
ASV668,unassigned,unassigned,unassigned,,,,
ASV669,unassigned,unassigned,unassigned,,,,
ASV670,benthic,Monothalamea,CladeC,CladeC_X,CladeC_XX,CladeC_XX_sp,0.963
ASV671,unassigned,unassigned,unassigned,,,,
ASV672,unassigned,unassigned,unassigned,,,,
ASV673,benthic,Monothalamea,ENFOR6,ENFOR6_X,ENFOR6_XX,ENFOR6_XX_sp,0.959
ASV674,unassigned,unassigned,unassigned,,,,
ASV675,benthic,Globothalamea,Rotaliida,,,,0.908
ASV676,unassigned,unassigned,unassigned,,,,
ASV677,unassigned,unassigned,unassigned,,,,
ASV678,benthic,Monothalamea,CladeC,CladeC_X,CladeC_XX,CladeC_XX_sp,1
ASV679,unassigned,unassigned,unassigned,,,,
ASV680,unassigned,unassigned,unassigned,,,,
ASV681,benthic,Globothalamea,Textulariida,Textulariida_X,Textulariida_XX,Textulariida_XX_sp,0.978
ASV682,benthic,Monothalamea,CladeC,CladeC_X,Gloiogullmia,Gloiogullmia_sp,0.933
ASV683,unassigned,unassigned,unassigned,,,,
ASV684,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,0.914
ASV685,benthic,Monothalamea,CladeL_O,CladeL_O_X,,,0.905
ASV686,unassigned,unassigned,unassigned,,,,
ASV687,unassigned,unassigned,unassigned,,,,
ASV688,unassigned,unassigned,unassigned,,,,
ASV690,unassigned,unassigned,unassigned,,,,
ASV691,benthic,Globothalamea,Rotaliida,Cibicididae,Cibicides,Cibicides_sp,0.915
ASV692,benthic,Monothalamea,CladeB,CladeB_X,CladeB_XX,CladeB_XX_sp,0.966
ASV694,benthic,Monothalamea,ENFOR2,ENFOR2_X,ENFOR2_XX,ENFOR2_XX_sp,0.983
ASV695,unassigned,unassigned,unassigned,,,,
ASV696,unassigned,unassigned,unassigned,,,,
ASV697,unassigned,unassigned,unassigned,,,,
ASV698,benthic,Monothalamea,ENFOR2,ENFOR2_X,ENFOR2_XX,ENFOR2_XX_sp,0.984
ASV699,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.945
ASV701,unassigned,unassigned,unassigned,,,,
ASV702,unassigned,unassigned,unassigned,,,,
ASV703,unassigned,unassigned,unassigned,,,,
ASV704,unassigned,unassigned,unassigned,,,,
ASV705,unassigned,unassigned,unassigned,,,,
ASV706,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,0.935
ASV707,unassigned,unassigned,unassigned,,,,
ASV708,benthic,Globothalamea,Rotaliida,Cibicididae,Cibicides,Cibicides_refulgens,0.925
ASV709,unassigned,unassigned,unassigned,,,,
ASV710,unassigned,unassigned,unassigned,,,,
ASV711,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.909
ASV713,unassigned,unassigned,unassigned,,,,
ASV714,benthic,Globothalamea,Robertinida,Robertinidae,Robertina,Robertina_arctica,0.901
ASV715,unassigned,unassigned,unassigned,,,,
ASV716,benthic,Monothalamea,CladeC,CladeC_X,Hippocrepinella,Hippocrepinella_alba,1
ASV717,unassigned,unassigned,unassigned,,,,
ASV719,benthic,Monothalamea,CladeG,Shepheardellidae,Shepheardellidae_X,Shepheardellidae_X_sp,0.938
ASV720,benthic,Globothalamea,Rotaliida,Notorotaliidae,Buccella,Buccella_sp,0.968
ASV722,unassigned,unassigned,unassigned,,,,
ASV723,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,1
ASV725,unassigned,unassigned,unassigned,,,,
ASV726,unassigned,unassigned,unassigned,,,,
ASV727,unassigned,unassigned,unassigned,,,,
ASV728,unassigned,unassigned,unassigned,,,,
ASV730,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.946
ASV731,benthic,Monothalamea,CladeG,Shepheardellidae,Shepheardellidae_X,Shepheardellidae_X_sp,0.905
ASV732,benthic,Monothalamea,CladeC,CladeC_X,Gloiogullmia,Gloiogullmia_sp,0.954
ASV733,unassigned,unassigned,unassigned,,,,
ASV734,unassigned,unassigned,unassigned,,,,
ASV735,unassigned,unassigned,unassigned,,,,
ASV736,unassigned,unassigned,unassigned,,,,
ASV737,unassigned,unassigned,unassigned,,,,
ASV738,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,ICEMON_5,ICEMON_5_sp,0.933
ASV739,unassigned,unassigned,unassigned,,,,
ASV740,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.933
ASV741,unassigned,unassigned,unassigned,,,,
ASV743,benthic,Monothalamea,CladeB,CladeB_X,Psammosphaera_like,Psammosphaera_like_sp,0.969
ASV745,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.911
ASV746,unassigned,unassigned,unassigned,,,,
ASV747,unassigned,unassigned,unassigned,,,,
ASV748,benthic,Monothalamea,ENFOR7,ENFOR7_X,ENFOR7_XX,ENFOR7_XX_sp,0.969
